ぁ,xa
ァ,xa
あ,a
ア,a
ぃ,xi
ィ,xi
い,i
イ,i
いぃ,yi
イィ,yi
いぇ,ye
イェ,ye
いぃ,ixi
イィ,ixi
いぇ,ixe
イェ,ixe
ぅ,xu
ゥ,xu
う,u
ウ,u
うぁ,wa
ウァ,wa
うぃ,wi
ウィ,wi
うぅ,wu
ウゥ,wu
うぇ,we
ウェ,we
うぉ,wo
ウォ,wo
うぁ,uxa
ウァ,uxa
うぃ,uxi
ウィ,uxi
うぅ,uxu
ウゥ,uxu
うぇ,uxe
ウェ,uxe
うぉ,uxo
ウォ,uxo
ぇ,xe
ェ,xe
え,e
エ,e
ぉ,xo
ォ,xo
お,o
オ,o
か,ka
カ,ka
が,ga
ガ,ga
き,ki
キ,ki
きぃ,kyi
キィ,kyi
きぇ,kye
キェ,kye
きゃ,kya
キャ,kya
きゅ,kyu
キュ,kyu
きょ,kyo
キョ,kyo
きぃ,kixi
キィ,kixi
きぇ,kixe
キェ,kixe
きゃ,kixya
キャ,kixya
きゅ,kixyu
キュ,kixyu
きょ,kixyo
キョ,kixyo
ぎ,gi
ギ,gi
ぎぃ,gyi
ギィ,gyi
ぎぇ,gye
ギェ,gye
ぎゃ,gya
ギャ,gya
ぎゅ,gyu
ギュ,gyu
ぎょ,gyo
ギョ,gyo
ぎぃ,gixi
ギィ,gixi
ぎぇ,gixe
ギェ,gixe
ぎゃ,gixya
ギャ,gixya
ぎゅ,gixyu
ギュ,gixyu
ぎょ,gixyo
ギョ,gixyo
く,ku
ク,ku
くぁ,kwa
クァ,kwa
くぃ,kwi
クィ,kwi
くぅ,kwu
クゥ,kwu
くぇ,kwe
クェ,kwe
くぉ,kwo
クォ,kwo
くぁ,kuxa
クァ,kuxa
くぃ,kuxi
クィ,kuxi
くぅ,kuxu
クゥ,kuxu
くぇ,kuxe
クェ,kuxe
くぉ,kuxo
クォ,kuxo
ぐ,gu
グ,gu
ぐぁ,gwa
グァ,gwa
ぐぃ,gwi
グィ,gwi
ぐぅ,gwu
グゥ,gwu
ぐぇ,gwe
グェ,gwe
ぐぉ,gwo
グォ,gwo
ぐぁ,guxa
グァ,guxa
ぐぃ,guxi
グィ,guxi
ぐぅ,guxu
グゥ,guxu
ぐぇ,guxe
グェ,guxe
ぐぉ,guxo
グォ,guxo
け,ke
ケ,ke
げ,ge
ゲ,ge
こ,ko
コ,ko
ご,go
ゴ,go
さ,sa
サ,sa
ざ,za
ザ,za
し,si
シ,si
しぇ,sye
シェ,sye
しゃ,sya
シャ,sya
しゅ,syu
シュ,syu
しょ,syo
ショ,syo
しぇ,sixe
シェ,sixe
しゃ,sixa
シャ,sixa
しゅ,sixu
シュ,sixu
しょ,sixo
ショ,sixo
し,shi
シ,shi
しぇ,she
シェ,she
しゃ,sha
シャ,sha
しゅ,shu
シュ,shu
しょ,sho
ショ,sho
しぇ,shixe
シェ,shixe
しゃ,shixya
シャ,shixya
しゅ,shixyu
シュ,shixyu
しょ,shixyo
ショ,shixyo
じ,zi
ジ,zi
じぃ,zyi
ジィ,zyi
じぇ,ze
ジェ,ze
じゃ,za
ジャ,za
じゅ,zu
ジュ,zu
じょ,zo
ジョ,zo
じゃ,zya
ジャ,zya
じゅ,zyu
ジュ,zyu
じょ,zyo
ジョ,zyo
じぃ,zixi
ジィ,zixi
じぇ,zixe
ジェ,zixe
じゃ,zixya
ジャ,zixya
じゅ,zixyu
ジュ,zixyu
じょ,zixyo
ジョ,zixyo
じ,ji
ジ,ji
じぃ,jyi
ジィ,jyi
じぇ,je
ジェ,je
じゃ,ja
ジャ,ja
じゅ,ju
ジュ,ju
じょ,jo
ジョ,jo
じゃ,jya
ジャ,jya
じゅ,jyu
ジュ,jyu
じょ,jyo
ジョ,jyo
じぃ,jixi
ジィ,jixi
じぇ,jixe
ジェ,jixe
じゃ,jixya
ジャ,jixya
じゅ,jixyu
ジュ,jixyu
じょ,jixyo
ジョ,jixyo
す,su
ス,su
すぁ,sa
スァ,sa
すぃ,si
スィ,si
すぅ,suu
スゥ,suu
すぇ,se
スェ,se
すぉ,so
スォ,so
すぁ,suxa
スァ,suxa
すぃ,suxi
スィ,suxi
すぅ,suxu
スゥ,suxu
すぇ,suxe
スェ,suxe
すぉ,suxo
スォ,suxo
ず,zu
ズ,zu
せ,se
セ,se
ぜ,ze
ゼ,ze
そ,so
ソ,so
ぞ,zo
ゾ,zo
た,ta
タ,ta
だ,da
ダ,da
ち,ti
チ,ti
ちぇ,tye
チェ,tye
ちゃ,tya
チャ,tya
ちゅ,tyu
チュ,tyu
ちょ,tyo
チョ,tyo
ちぇ,tixe
チェ,tixe
ちゃ,tixya
チャ,tixya
ちゅ,tixyu
チュ,tixyu
ちょ,tixyo
チョ,tixyo
ち,chi
チ,chi
ちぇ,che
チェ,che
ちゃ,cha
チャ,cha
ちゅ,chu
チュ,chu
ちょ,cho
チョ,cho
ちぇ,chixe
チェ,chixe
ちゃ,chixya
チャ,chixya
ちゅ,chixyu
チュ,chixyu
ちょ,chixyo
チョ,chixyo
ぢ,di
ヂ,di
ぢぇ,dye
ヂェ,dye
ぢゃ,dya
ヂャ,dya
ぢゅ,dyu
ヂュ,dyu
ぢょ,dyo
ヂョ,dyo
ぢぇ,dixe
ヂェ,dixe
ぢゃ,dixya
ヂャ,dixya
ぢゅ,dixyu
ヂュ,dixyu
ぢょ,dixyo
ヂョ,dixyo
ぢ,dji
ヂ,dji
ぢぇ,dje
ヂェ,dje
ぢゃ,dja
ヂャ,dja
ぢゅ,dju
ヂュ,dju
ぢょ,djo
ヂョ,djo
ぢぇ,djixe
ヂェ,djixe
ぢゃ,djixya
ヂャ,djixya
ぢゅ,djixyu
ヂュ,djixyu
ぢょ,djixyo
ヂョ,djixyo
つ,tu
ツ,tu
つぁ,tya
ツァ,tya
つぃ,tyi
ツィ,tyi
つぇ,tye
ツェ,tye
つぉ,tyo
ツォ,tyo
つぁ,tuxa
ツァ,tuxa
つぃ,tuxi
ツィ,tuxi
つぇ,tuxe
ツェ,tuxe
つぉ,tuxo
ツォ,tuxo
つ,tsu
ツ,tsu
つぁ,tsa
ツァ,tsa
つぃ,tsi
ツィ,tsi
つぇ,tse
ツェ,tse
つぉ,tso
ツォ,tso
つぁ,tsuxa
ツァ,tsuxa
つぃ,tsuxi
ツィ,tsuxi
つぇ,tsuxe
ツェ,tsuxe
つぉ,tsuxo
ツォ,tsuxo
づ,du
ヅ,du
づ,dzu
ヅ,dzu
て,te
テ,te
てぃ,ti
ティ,ti
てぃ,texi
ティ,texi
で,de
デ,de
でぃ,dexi
ディ,dexi
と,to
ト,to
とぁ,ta
トァ,ta
とぅ,tu
トゥ,tu
とぇ,te
トェ,te
とぉ,to
トォ,to
とぁ,toxa
トァ,toxa
とぅ,toxu
トゥ,toxu
とぇ,toxe
トェ,toxe
とぉ,toxo
トォ,toxo
ど,do
ド,do
どぅ,du
ドゥ,du
どぅ,doxu
ドゥ,doxu
な,na
ナ,na
ぬ,nu
ヌ,nu
ね,ne
ネ,ne
の,no
ノ,no
に,ni
ニ,ni
にぃ,nyi
ニィ,nyi
にぇ,nye
ニェ,nye
にゃ,nya
ニャ,nya
にゅ,nyu
ニュ,nyu
にょ,nyo
ニョ,nyo
は,ha
ハ,ha
ば,ba
バ,ba
ぱ,pa
パ,pa
ひ,hi
ヒ,hi
ひぃ,hyi
ヒィ,hyi
ひぇ,hye
ヒェ,hye
ひゃ,hya
ヒャ,hya
ひゅ,hyu
ヒュ,hyu
ひょ,hyo
ヒョ,hyo
ひぃ,hixi
ヒィ,hixi
ひぇ,hixe
ヒェ,hixe
ひゃ,hixya
ヒャ,hixya
ひゅ,hixyu
ヒュ,hixyu
ひょ,hixyo
ヒョ,hixyo
び,bi
ビ,bi
びぃ,byi
ビィ,byi
びぇ,bye
ビェ,bye
びゃ,bya
ビャ,bya
びゅ,byu
ビュ,byu
びょ,byo
ビョ,byo
びぃ,bixi
ビィ,bixi
びぇ,bixe
ビェ,bixe
びゃ,bixya
ビャ,bixya
びゅ,bixyu
ビュ,bixyu
びょ,bixyo
ビョ,bixyo
ぴ,pi
ピ,pi
ぴぃ,pyi
ピィ,pyi
ぴぇ,pye
ピェ,pye
ぴゃ,pya
ピャ,pya
ぴゅ,pyu
ピュ,pyu
ぴょ,pyo
ピョ,pyo
ぴぃ,pixi
ピィ,pixi
ぴぇ,pixe
ピェ,pixe
ぴゃ,pixya
ピャ,pixya
ぴゅ,pixyu
ピュ,pixyu
ぴょ,pixyo
ピョ,pixyo
ふ,fu
フ,fu
ふぁ,fa
ファ,fa
ふぃ,fi
フィ,fi
ふぇ,fe
フェ,fe
ふぉ,fo
フォ,fo
ふゃ,fya
フャ,fya
ふゅ,fyu
フュ,fyu
ふょ,fyo
フョ,fyo
ふぁ,fuxa
ファ,fuxa
ふぃ,fuxi
フィ,fuxi
ふぇ,fuxe
フェ,fuxe
ふぉ,fuxo
フォ,fuxo
ふゃ,fuxya
フャ,fuxya
ふゅ,fuxyu
フュ,fuxyu
ふょ,fuxyo
フョ,fuxyo
ふ,hu
フ,hu
ふぁ,huxa
ファ,huxa
ふぃ,huxi
フィ,huxi
ふぇ,huxe
フェ,huxe
ふぉ,huxo
フォ,huxo
ふゃ,huxya
フャ,huxya
ふゅ,huxyu
フュ,huxyu
ふょ,huxyo
フョ,huxyo
ぶ,bu
ブ,bu
ぷ,pu
プ,pu
へ,he
ヘ,he
べ,be
ベ,be
ぺ,pe
ペ,pe
ほ,ho
ホ,ho
ぼ,bo
ボ,bo
ぽ,po
ポ,po
ま,ma
マ,ma
む,mu
ム,mu
め,me
メ,me
も,mo
モ,mo
み,mi
ミ,mi
みぃ,myi
ミィ,myi
みぇ,mye
ミェ,mye
みゃ,mya
ミャ,mya
みゅ,myu
ミュ,myu
みょ,myo
ミョ,myo
みぃ,mixi
ミィ,mixi
みぇ,mixe
ミェ,mixe
みゃ,mixya
ミャ,mixya
みゅ,mixyu
ミュ,mixyu
みょ,mixyo
ミョ,mixyo
ゃ,xya
ャ,xya
や,ya
ヤ,ya
ゅ,xyu
ュ,xyu
ゆ,yu
ユ,yu
ょ,xyo
ョ,xyo
よ,yo
ヨ,yo
ら,ra
ラ,ra
る,ru
ル,ru
れ,re
レ,re
ろ,ro
ロ,ro
り,ri
リ,ri
りぃ,ryi
リィ,ryi
りぇ,rye
リェ,rye
りゃ,rya
リャ,rya
りゅ,ryu
リュ,ryu
りょ,ryo
リョ,ryo
りぃ,rixi
リィ,rixi
りぇ,rixe
リェ,rixe
りゃ,rixya
リャ,rixya
りゅ,rixyu
リュ,rixyu
りょ,rixyo
リョ,rixyo
わ,wa
ワ,wa
ゐ,wi
ヰ,wi
ゑ,we
ヱ,we
を,wo
ヲ,wo
ん,n
ン,n
ん,nn
ン,nn
ゔ,vu
ヴ,vu
ゔぁ,va
ヴァ,va
ゔぃ,vi
ヴィ,vi
ゔぇ,ve
ヴェ,ve
ゔぉ,vo
ヴォ,vo
っ,:SMALL_TSU
ッ,:SMALL_TSU
っ,xtu
ッ,xtu
っ,xtsu
ッ,xtsu
ヷ,va
ヸ,vi
ヹ,ve
ヺ,vo
ゝ,:RUBY_REPEAT
ゞ,:RUBY_REPEAT_DAKUTEN
ヽ,:RUBY_REPEAT
ヾ,:RUBY_REPEAT_DAKUTEN
ー,-

